Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Impunity,Liyab Esports,0 - 1,2,11.15,Olaf,Heimerdinger,LeBlanc,Ziggs,Viego,Xin Zhao,Volibear,Renekton,Varus,Ashe,Thresh,Diana,Azir,Nautilus,Sylas,Yasuo,Leona,Jayce,Orianna,Camille,Jungle,Bot,Support,Top,Mid,Mid,Bot,Jungle,Support,Top,SB,https,//youtu.be/VCLr3Ig1-_s?t=11710
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,Liyab Esports,1 - 0,1,11.15,LeBlanc,Ziggs,Olaf,Xin Zhao,Diana,Viego,Renekton,Volibear,Varus,Rumble,Kalista,Nautilus,Rell,Syndra,Lucian,Ryze,Zoe,Leona,Jayce,Ornn,Mid,Jungle,Bot,Support,Top,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/VCLr3Ig1-_s?t=5700
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,Hong Kong Attitude,0 - 1,2,11.15,Thresh,Lulu,Kalista,Karma,Ziggs,Varus,Renekton,Viego,Aphelios,Nidalee,Ashe,Braum,Alistar,LeBlanc,Leona,Gwen,Camille,Rakan,Lee Sin,Cassiopeia,Top,Jungle,Bot,Support,Mid,Jungle,Bot,Support,Top,Mid,SB,https,//youtu.be/VCLr3Ig1-_s?t=2500
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Impunity,Berjaya Dragons,0 - 1,2,11.15,Viego,Heimerdinger,Gwen,Ryze,LeBlanc,Xin Zhao,Thresh,Volibear,Varus,Aphelios,Lee Sin,Nautilus,Azir,Zoe,Kled,Orianna,Syndra,Sylas,Dr. Mundo,Jayce,Support,Bot,Jungle,Mid,Top,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/9H_jbuWZIDE?t=22821
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Machi Esports,Liyab Esports,1 - 0,1,11.15,Lulu,Viego,Olaf,Xin Zhao,Trundle,Ziggs,Diana,Lee Sin,Thresh,Varus,Renekton,LeBlanc,Lucian,Gnar,Syndra,Jayce,Aphelios,Rakan,Yasuo,Wukong,Jungle,Bot,Top,Support,Mid,Jungle,Support,Mid,Bot,Top,SB,https,//youtu.be/rS7TYmusKVI?t=273
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,Berjaya Dragons,0 - 1,2,11.15,Thresh,Olaf,Varus,Ryze,Viego,Xin Zhao,Lee Sin,Volibear,LeBlanc,Cassiopeia,Renekton,Kennen,Braum,Alistar,Rakan,Ezreal,Leona,Tristana,Rell,Kai'Sa,Jungle,Mid,Top,Bot,Support,Jungle,Mid,Top,Support,Bot,SB,https,//youtu.be/6WVXcJAzmfc?t=284
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,J Team,1 - 0,1,11.15,LeBlanc,Xin Zhao,Ziggs,Varus,Syndra,Thresh,Renekton,Viego,Aphelios,Rumble,Ashe,Ryze,Lucian,Camille,Braum,Jayce,Leona,Alistar,Gangplank,Gnar,Mid,Jungle,Bot,Support,Top,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/39iYNRlo4Us?t=317
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,BOOM Esports,PSG Talon,0 - 1,2,11.15,Lee Sin,Ziggs,Xin Zhao,LeBlanc,Aphelios,Ezreal,Diana,Renekton,Nidalee,Viktor,Varus,Kalista,Thresh,Gwen,Braum,Jayce,Leona,Rell,Wukong,Mordekaiser,Jungle,Mid,Bot,Support,Top,Mid,Jungle,Bot,Support,Top,SB,https,//youtu.be/qq6TfZGpYEw?t=371
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,Hong Kong Attitude,0 - 1,2,11.15,Olaf,Thresh,Ziggs,Tahm Kench,LeBlanc,Varus,Xin Zhao,Gwen,Viego,Ryze,Jayce,Syndra,Braum,Aphelios,Alistar,Leona,Kalista,Ashe,Nautilus,Rell,Jungle,Mid,Top,Bot,Support,Top,Jungle,Mid,Bot,Support,SB,https,//youtu.be/Da059gCKbho?t=626
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,BOOM Esports,1 - 0,1,11.14,LeBlanc,Viego,Ziggs,Thresh,Gwen,Xin Zhao,Ryze,Aphelios,Diana,Draven,Lee Sin,Leona,Braum,Viktor,Tahm Kench,Orianna,Jayce,Alistar,Wukong,Malphite,Mid,Bot,Jungle,Support,Top,Bot,Jungle,Support,Mid,Top,SB,https,//youtu.be/YMe9NJH63Gc?t=19131
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Liyab Esports,PSG Talon,0 - 1,2,11.14,Renekton,Ziggs,LeBlanc,Lulu,Diana,Olaf,Viego,Thresh,Lee Sin,Nautilus,Varus,Aphelios,Camille,Ryze,Jayce,Lucian,Gwen,Fiddlesticks,Qiyana,Sylas,Top,Support,Bot,Jungle,Mid,Support,Jungle,Bot,Top,Mid,SB,https,//youtu.be/YMe9NJH63Gc?t=16133
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,BOOM Esports,Hong Kong Attitude,1 - 0,1,11.14,Gwen,Viego,Xin Zhao,LeBlanc,Diana,Lee Sin,Ziggs,Aphelios,Olaf,Trundle,Renekton,Twisted Fate,Orianna,Thresh,Volibear,Braum,Leona,Ryze,Graves,Jayce,Bot,Support,Top,Mid,Jungle,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/YMe9NJH63Gc?t=12948
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Machi Esports,Impunity,1 - 0,1,11.14,Heimerdinger,Viego,Kled,Lucian,LeBlanc,Gwen,Diana,Thresh,Olaf,Varus,Lee Sin,Kalista,Nautilus,Lulu,Leona,Sylas,Tahm Kench,Vayne,Braum,Azir,Jungle,Bot,Mid,Top,Support,Support,Jungle,Bot,Top,Mid,SB,https,//youtu.be/YMe9NJH63Gc?t=9931
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,J Team,Berjaya Dragons,1 - 0,1,11.14,Gwen,Lucian,Renekton,Azir,Xin Zhao,Viego,Lee Sin,Volibear,Thresh,Ziggs,LeBlanc,Varus,Nautilus,Lissandra,Leona,Sett,Sylas,Trundle,Tahm Kench,Jayce,Top,Bot,Mid,Jungle,Support,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/YMe9NJH63Gc?t=6414
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,Impunity,0 - 1,2,11.14,Heimerdinger,Olaf,Lee Sin,Viego,Irelia,Ziggs,Varus,Thresh,Aphelios,Leona,Xin Zhao,Volibear,LeBlanc,Ryze,Renekton,Sylas,Tahm Kench,Karma,Gangplank,Azir,Bot,Support,Jungle,Mid,Top,Support,Bot,Jungle,Top,Mid,SB,https,//youtu.be/YMe9NJH63Gc?t=2805
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,J Team,PSG Talon,0 - 1,2,11.14,Thresh,Ziggs,Renekton,Azir,Diana,Viego,Xin Zhao,Gwen,LeBlanc,Lissandra,Varus,Olaf,Jayce,Jhin,Camille,Ezreal,Aphelios,Sett,Tahm Kench,Leona,Jungle,Mid,Bot,Top,Support,Top,Mid,Jungle,Bot,Support,SB,https,//youtu.be/wPKh7zP2yFw?t=20779
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Machi Esports,Alpha Esports,1 - 0,1,11.14,Renekton,Thresh,Olaf,LeBlanc,Trundle,Varus,Viego,Ziggs,Ryze,Jhin,Diana,Leona,Lucian,Jayce,Sett,Xin Zhao,Volibear,Irelia,Sejuani,Gnar,Mid,Bot,Jungle,Top,Support,Bot,Mid,Support,Jungle,Top,SB,https,//youtu.be/wPKh7zP2yFw?t=17849
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,Impunity,1 - 0,1,11.14,Heimerdinger,Gwen,Kled,Viego,LeBlanc,Kalista,Ryze,Irelia,Lee Sin,Xin Zhao,Tahm Kench,Ziggs,Draven,Leona,Varus,Camille,Alistar,Thresh,Aphelios,Rumble,Mid,Jungle,Top,Support,Bot,Mid,Jungle,Bot,Support,Top,SB,https,//youtu.be/wPKh7zP2yFw?t=14632
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Hong Kong Attitude,Machi Esports,0 - 1,2,11.14,Sylas,Gwen,Renekton,Olaf,Twisted Fate,Viego,Lee Sin,Diana,Varus,LeBlanc,Ziggs,Lucian,Rakan,Irelia,Jayce,Camille,Leona,Tahm Kench,Sett,Gnar,Jungle,Mid,Bot,Support,Top,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/wPKh7zP2yFw?t=11459
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,BOOM Esports,Liyab Esports,1 - 0,1,11.14,Olaf,Viego,Gwen,Xin Zhao,Lee Sin,Lucian,Ziggs,Leona,Diana,Trundle,Renekton,Camille,Volibear,Kalista,Nidalee,Aphelios,Varus,Kha'Zix,LeBlanc,Galio,Bot,Support,Top,Jungle,Mid,Support,Jungle,Top,Bot,Mid,SB,https,//youtu.be/wPKh7zP2yFw?t=7177
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Berjaya Dragons,Hong Kong Attitude,1 - 0,1,11.14,Ryze,Zoe,Thresh,Viego,Gwen,LeBlanc,Xin Zhao,Renekton,Lee Sin,Leona,Varus,Diana,Tahm Kench,Ziggs,Karma,Kalista,Ezreal,Sylas,Mordekaiser,Braum,Jungle,Support,Bot,Mid,Top,Top,Mid,Jungle,Bot,Support,SB,https,//youtu.be/wPKh7zP2yFw?t=3010
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,PSG Talon,Alpha Esports,1 - 0,1,11.14,Ashe,Thresh,Renekton,Xin Zhao,LeBlanc,Viego,Lee Sin,Trundle,Leona,Gwen,Ryze,Miss Fortune,Ziggs,Sett,Braum,Galio,Jayce,Ezreal,Shen,Cassiopeia,Jungle,Top,Mid,Bot,Support,Jungle,Support,Bot,Top,Mid,SB,https,//youtu.be/J-53O9bsiKM?t=30631
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Impunity,BOOM Esports,0 - 1,2,11.14,Gwen,Heimerdinger,LeBlanc,Xin Zhao,Viego,Ziggs,Lee Sin,Diana,Thresh,Varus,Azir,Kalista,Irelia,Renekton,Leona,Lucian,Ezreal,Braum,Jayce,Dr. Mundo,Jungle,Bot,Mid,Support,Top,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/J-53O9bsiKM?t=20451
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,PSG Talon,Machi Esports,1 - 0,1,11.14,Gwen,Thresh,Ziggs,Aphelios,LeBlanc,Viego,Renekton,Lee Sin,Varus,Diana,Kalista,Sylas,Lucian,Braum,Ryze,Leona,Alistar,Yasuo,Trundle,Gnar,Top,Jungle,Bot,Mid,Support,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/J-53O9bsiKM?t=17116
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Hong Kong Attitude,Liyab Esports,0 - 1,2,11.14,Lucian,Viego,Diana,Thresh,Volibear,Lee Sin,Gwen,Varus,Leona,Xin Zhao,Jhin,Olaf,Nautilus,Jayce,LeBlanc,Tahm Kench,Fiora,Ryze,Braum,Lulu,Top,Jungle,Bot,Mid,Support,Bot,Support,Jungle,Top,Mid,SB,https,//youtu.be/J-53O9bsiKM?t=13428
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,Berjaya Dragons,1 - 0,1,11.14,Gwen,Ryze,LeBlanc,Diana,Zoe,Sylas,Viego,Thresh,Xin Zhao,Varus,Nautilus,Aphelios,Azir,Lulu,Viktor,Mordekaiser,Orianna,Camille,Galio,Jax,Jungle,Bot,Support,Top,Mid,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/J-53O9bsiKM?t=9326
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,J Team,Liyab Esports,1 - 0,1,11.14,Diana,Viego,Gwen,LeBlanc,Olaf,Xin Zhao,Lee Sin,Volibear,Nautilus,Ziggs,Leona,Orianna,Lucian,Kalista,Sylas,Tahm Kench,Draven,Renekton,Azir,Urgot,Jungle,Bot,Support,Top,Mid,Jungle,Support,Mid,Bot,Top,SB,https,//youtu.be/J-53O9bsiKM?t=5597
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,BOOM Esports,0 - 1,2,11.14,LeBlanc,Xin Zhao,Volibear,Olaf,Viego,Jayce,Ziggs,Gwen,Lee Sin,Trundle,Leona,Sivir,Lucian,Braum,Ryze,Sylas,Yuumi,Camille,Galio,Azir,Bot,Jungle,Support,Top,Mid,Top,Jungle,Bot,Support,Mid,SB,https,//youtu.be/J-53O9bsiKM?t=1658
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Berjaya Dragons,Liyab Esports,0 - 1,2,11.14,Olaf,Xin Zhao,Ryze,Viego,Renekton,LeBlanc,Lee Sin,Diana,Lucian,Nautilus,Gwen,Alistar,Sylas,Sett,Syndra,Varus,Tristana,Orianna,Ezreal,Yasuo,Jungle,Support,Top,Mid,Bot,Jungle,Top,Support,Bot,Mid,SB,https,//youtu.be/nbg6cyheU-o?t=290
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,J Team,0 - 1,2,11.14,Lee Sin,Viego,Volibear,LeBlanc,Gwen,Renekton,Xin Zhao,Ziggs,Leona,Aphelios,Thresh,Trundle,Sett,Lucian,Sylas,Ryze,Camille,Karma,Kennen,Orianna,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Top,Mid,SB,https,//youtu.be/uP7WcAW7pok?t=217
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Hong Kong Attitude,Impunity,0 - 1,2,11.14,Heimerdinger,Gwen,LeBlanc,Viego,Thresh,Ziggs,Xin Zhao,Lee Sin,Varus,Ryze,Aphelios,Irelia,Braum,Zoe,Nautilus,Leona,Alistar,Camille,Rakan,Azir,Jungle,Mid,Bot,Top,Support,Jungle,Bot,Top,Support,Mid,SB,https,//youtu.be/Yz8KsR25N8A?t=317
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Machi Esports,J Team,1 - 0,1,11.14,Diana,Thresh,Xin Zhao,Viego,Syndra,Sylas,Lee Sin,Leona,Gwen,Varus,LeBlanc,Volibear,Jayce,Lucian,Alistar,Ryze,Orianna,Sett,Braum,Sivir,Jungle,Bot,Mid,Top,Support,Support,Top,Jungle,Mid,Bot,SB,https,//youtu.be/WIm_UwoU_IE?t=260
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,PSG Talon,0 - 1,2,11.14,LeBlanc,Xin Zhao,Lee Sin,Viego,Ziggs,Thresh,Diana,Renekton,Gwen,Varus,Jayce,Nidalee,Sett,Kalista,Lucian,Jhin,Aphelios,Camille,Leona,Braum,Jungle,Bot,Mid,Top,Support,Mid,Top,Jungle,Bot,Support,SB,https,//youtu.be/-FODSOaa5gM?t=641
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Hong Kong Attitude,PSG Talon,0 - 1,2,11.14,Thresh,Viego,Aphelios,Gwen,Xin Zhao,LeBlanc,Ziggs,Renekton,Diana,Lee Sin,Leona,Bard,Ryze,Varus,Camille,Ezreal,Jhin,Orianna,Aatrox,Yasuo,Bot,Jungle,Support,Mid,Top,Top,Jungle,Support,Bot,Mid,SB,https,//youtu.be/8A5WnTkaKaI?t=20109
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,BOOM Esports,Berjaya Dragons,1 - 0,1,11.14,Xin Zhao,LeBlanc,Lee Sin,Zac,Gwen,Viego,Thresh,Volibear,Nautilus,Aphelios,Renekton,Varus,Diana,Sett,Nidalee,Jayce,Zoe,Trundle,Viktor,Gnar,Support,Bot,Top,Jungle,Mid,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/8A5WnTkaKaI?t=15958
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Machi Esports,Beyond Gaming,0 - 1,2,11.14,Thresh,Gwen,Xin Zhao,Viego,Olaf,LeBlanc,Volibear,Varus,Diana,Sylas,Jhin,Sett,Irelia,Lucian,Renekton,Jayce,Rakan,Alistar,Camille,Fiora,Jungle,Mid,Bot,Support,Top,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/8A5WnTkaKaI?t=12192
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Berjaya Dragons,Alpha Esports,1 - 0,1,11.14,Ryze,Viego,Olaf,Xin Zhao,Braum,Ziggs,Lee Sin,Aphelios,Volibear,Thresh,Gwen,LeBlanc,Jinx,Leona,Galio,Nautilus,Tahm Kench,Lissandra,Varus,Jayce,Jungle,Support,Top,Mid,Bot,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/8A5WnTkaKaI?t=8217
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Liyab Esports,Beyond Gaming,0 - 1,2,11.14,Lucian,Olaf,Thresh,Viego,Lee Sin,Gwen,Xin Zhao,Sylas,Varus,Ryze,Nautilus,Volibear,Kalista,Braum,Ziggs,Leona,Alistar,Renekton,Ezreal,Camille,Jungle,Mid,Support,Top,Bot,Mid,Bot,Jungle,Support,Top,SB,https,//youtu.be/8A5WnTkaKaI?t=5364
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,J Team,Impunity,1 - 0,1,11.14,Heimerdinger,Gwen,Irelia,Viego,Olaf,Ziggs,Xin Zhao,Trundle,Varus,LeBlanc,Jhin,Braum,Thresh,Lissandra,Jayce,Renekton,Camille,Rakan,Gangplank,Galio,Jungle,Mid,Bot,Support,Top,Jungle,Bot,Support,Top,Mid,SB,https,//youtu.be/8A5WnTkaKaI?t=1701
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,Hong Kong Attitude,0 - 1,2,11.14,Lee Sin,Viego,Gwen,Varus,Xin Zhao,Lulu,Olaf,Thresh,Aphelios,Nautilus,LeBlanc,Volibear,Kalista,Lissandra,Ashe,Galio,Ryze,Miss Fortune,Gangplank,Camille,Jungle,Support,Mid,Bot,Top,Support,Bot,Jungle,Mid,Top,SB,https,//youtu.be/Cq3ZEf99wJo?t=244
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Liyab Esports,Impunity,0 - 1,2,11.14,Heimerdinger,Gwen,Irelia,Ziggs,Lee Sin,Viego,Thresh,Varus,Leona,Olaf,Aphelios,Trundle,Camille,Renekton,Lissandra,Jayce,LeBlanc,Sylas,Fiora,Lucian,Support,Jungle,Bot,Mid,Top,Bot,Support,Jungle,Mid,Top,SB,https,//youtu.be/aw4Tbm6_-tg?t=280
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,J Team,Hong Kong Attitude,1 - 0,1,11.14,Diana,Viego,Thresh,Ziggs,Olaf,Gwen,Xin Zhao,LeBlanc,Leona,Varus,Braum,Graves,Lissandra,Ezreal,Twisted Fate,Renekton,Aphelios,Ryze,Camille,Tahm Kench,Jungle,Bot,Support,Mid,Top,Mid,Support,Jungle,Bot,Top,SB,https,//youtu.be/fHjoJSM-kBc?t=245
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,BOOM Esports,PSG Talon,0 - 1,2,11.14,Xin Zhao,Viego,Gwen,Thresh,Diana,None,LeBlanc,Lissandra,Lee Sin,Volibear,Ezreal,Ziggs,Leona,Rakan,Alistar,Jayce,Renekton,Braum,Aatrox,Nautilus,Mid,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Top,Support,SB,https,//youtu.be/N0bi9LBGlYQ?t=308
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Machi Esports,Berjaya Dragons,1 - 0,1,11.14,Zoe,Xin Zhao,LeBlanc,Lucian,Lee Sin,Ryze,Viego,Gwen,Thresh,Leona,Ziggs,Sett,Diana,Varus,Volibear,Aphelios,Corki,Jayce,Sylas,Irelia,Jungle,Support,Bot,Top,Mid,Jungle,Support,Mid,Bot,Top,SB,https,//youtu.be/fOjDq3IZtbw?t=217
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,BOOM Esports,0 - 1,2,11.14,Lee Sin,Xin Zhao,Gwen,Thresh,Viego,Sett,Diana,Volibear,LeBlanc,Irelia,Leona,Ezreal,Varus,Braum,Aphelios,Olaf,Alistar,Kai'Sa,Dr. Mundo,Camille,Jungle,Mid,Support,Bot,Top,Jungle,Mid,Bot,Support,Top,SB,https,//youtu.be/Tj7zPLU3Q8Q?t=566
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,J Team,Beyond Gaming,0 - 1,2,11.13,Akali,Gwen,Thresh,Viego,Xin Zhao,Nocturne,Lucian,Ryze,Volibear,Diana,Camille,Sett,Ziggs,Aphelios,Ashe,Kalista,Varus,Ezreal,Leona,Braum,Mid,Jungle,Top,Bot,Support,Mid,Jungle,Top,Bot,Support,SB,https,//youtu.be/uQn_vwm_Ftc?t=212
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,Liyab Esports,1 - 0,1,11.13,Gwen,LeBlanc,Lulu,Viego,Nocturne,Akali,Olaf,Thresh,Lee Sin,Ryze,Leona,Jinx,Varus,Twisted Fate,Ziggs,Zoe,Camille,Aphelios,Renekton,Galio,Jungle,Mid,Support,Bot,Top,Support,Jungle,Bot,Top,Mid,SB,https,//youtu.be/inrNy77wR_c?t=237
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Machi Esports,Hong Kong Attitude,1 - 0,1,11.13,Olaf,Nocturne,Gwen,Xin Zhao,LeBlanc,Thresh,Viego,Lee Sin,Leona,Ziggs,Alistar,Ezreal,Lucian,Zoe,Twisted Fate,None,Sylas,Renekton,Diana,Dr. Mundo,Mid,Bot,Support,Top,Jungle,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/dYY-HMaeN9g?t=260
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,PSG Talon,Berjaya Dragons,1 - 0,1,11.13,Gwen,Nocturne,Leona,Xin Zhao,Lee Sin,Aphelios,Viego,Thresh,Volibear,Ziggs,Rakan,Akali,LeBlanc,Varus,Twisted Fate,Kalista,Draven,Diana,Lucian,Camille,Top,Bot,Support,Jungle,Mid,Support,Jungle,Mid,Bot,Top,SB,https,//youtu.be/SZkojjCQHQg?t=236
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,BOOM Esports,Machi Esports,0 - 1,2,11.13,LeBlanc,Nocturne,Akali,Xin Zhao,Gwen,Renekton,Viego,Thresh,Lee Sin,Leona,Ziggs,Aphelios,Jayce,Sett,Wukong,Twisted Fate,Camille,Zac,Volibear,Sylas,Mid,Support,Bot,Jungle,Top,Support,Jungle,Bot,Top,Mid,SB,https,//youtu.be/_lWv1ApIO9E?t=364
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,PSG Talon,Impunity,1 - 0,1,11.13,Heimerdinger,Nocturne,Ziggs,Thresh,Renekton,Viego,Xin Zhao,Leona,Kled,Aphelios,Braum,Jinx,Lulu,Diana,Twisted Fate,Gwen,Trundle,LeBlanc,Gnar,Irelia,Jungle,Bot,Support,Mid,Top,Support,Mid,Bot,Jungle,Top,SB,https,//youtu.be/5eZPg1POKF0?t=536
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,PSG Talon,J Team,1 - 0,1,11.13,Gwen,Nocturne,Lucian,Xin Zhao,LeBlanc,Viego,Thresh,Lee Sin,Akali,Volibear,Aphelios,Leona,Sylas,Varus,Ryze,Ziggs,Ashe,Zoe,Renekton,Gnar,Support,Jungle,Bot,Mid,Top,Jungle,Mid,Support,Bot,Top,SB,https,//youtu.be/OJHkPp2VB4Y?t=196
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Machi Esports,Impunity,1 - 0,1,11.13,Heimerdinger,Nocturne,Kled,Viego,LeBlanc,Gwen,Xin Zhao,Thresh,Trundle,Leona,Akali,Aphelios,Ziggs,Sylas,Varus,Renekton,Lulu,Ezreal,Camille,Tahm Kench,Jungle,Support,Mid,Bot,Top,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/TbRciZeO0ls?t=155
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,Beyond Gaming,0 - 1,2,11.13,Nocturne,Gwen,Thresh,LeBlanc,Akali,Viego,Xin Zhao,Karma,Leona,Ryze,Braum,Olaf,Varus,Sylas,Camille,Ziggs,Aphelios,Ashe,Gangplank,Jayce,Jungle,Mid,Support,Bot,Top,Mid,Support,Jungle,Bot,Top,SB,https,//youtu.be/HiHaTHd6zlE?t=210
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Machi Esports,Liyab Esports,1 - 0,1,11.13,Gwen,Nocturne,Olaf,Lucian,Lulu,LeBlanc,Xin Zhao,Thresh,Viego,Leona,Akali,Aphelios,Ziggs,Lee Sin,Varus,Sylas,Twisted Fate,Ezreal,Sett,Renekton,Jungle,Support,Mid,Bot,Top,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/6U4KJWdOAew?t=241
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,BOOM Esports,0 - 1,2,11.13,Nocturne,Lee Sin,Thresh,Olaf,Akali,Renekton,Xin Zhao,Viego,Gwen,LeBlanc,Lulu,Leona,Braum,Vladimir,Kog'Maw,Lissandra,Ezreal,Varus,Rakan,Sylas,Jungle,Mid,Top,Bot,Support,Jungle,Top,Support,Bot,Mid,SB,https,//youtu.be/ky-ZqdkOzlo?t=378
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Hong Kong Attitude,Berjaya Dragons,1 - 0,1,11.13,Nocturne,Thresh,Xin Zhao,Kalista,Akali,Viego,Gwen,Lee Sin,Leona,Aphelios,Rakan,LeBlanc,Sett,Varus,Lucian,Ezreal,Ziggs,Ryze,Camille,Fiora,Jungle,Bot,Support,Mid,Top,Jungle,Support,Mid,Bot,Top,SB,https,//youtu.be/9uxZr4tlzFI?t=535
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,PSG Talon,Liyab Esports,1 - 0,1,11.13,Gwen,Lucian,Olaf,Xin Zhao,Akali,Thresh,Nocturne,Viego,Ziggs,Diana,Bard,Leona,Varus,LeBlanc,Ezreal,Renekton,Graves,Jhin,Zoe,Lee Sin,Top,Jungle,Support,Bot,Mid,Mid,Bot,Support,Top,Jungle,SB,https,//youtu.be/fRu5yiA2-dI?t=20845
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,BOOM Esports,Impunity,1 - 0,1,11.13,Heimerdinger,Nocturne,Xin Zhao,Thresh,Akali,Viego,Lee Sin,Diana,Renekton,LeBlanc,Gwen,Leona,Braum,Ezreal,Nautilus,None,Kai'Sa,Varus,Alistar,Galio,Jungle,Mid,Top,Bot,Support,Jungle,Top,Support,Bot,Mid,SB,https,//youtu.be/fRu5yiA2-dI?t=17264
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Berjaya Dragons,J Team,0 - 1,2,11.13,Lucian,Nocturne,Volibear,Xin Zhao,Viego,Akali,Lee Sin,Thresh,Olaf,Gwen,Leona,Aphelios,LeBlanc,Orianna,Varus,Twisted Fate,Gnar,Ezreal,Zoe,Azir,Jungle,Top,Support,Bot,Mid,Support,Jungle,Bot,Top,Mid,SB,https,//youtu.be/fRu5yiA2-dI?t=13844
