Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Hong Kong Attitude,PSG Talon,0 - 1,2,11.4,Azir,Twisted Fate,Senna,Olaf,Seraphine,Kalista,Tristana,Rell,Kai'Sa,Renekton,Lillia,Hecarim,Alistar,Jayce,Rakan,Ornn,Gnar,Ryze,Leona,Zoe,Bot,Top,Jungle,Mid,Support,Support,Bot,Jungle,Top,Mid,SB,https,//youtu.be/PMs6xpTzJdY?t=21537
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Berjaya Dragons,BOOM Esports,0 - 1,2,11.4,Tristana,Zoe,Seraphine,Udyr,Rell,Olaf,Thresh,Lillia,Viktor,Hecarim,Aphelios,Renekton,Gnar,Nautilus,Jayce,Kalista,Kai'Sa,Gragas,Orianna,Sett,Support,Jungle,Bot,Top,Mid,Jungle,Mid,Top,Bot,Support,SB,https,//youtu.be/PMs6xpTzJdY?t=17658
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Machi Esports,Beyond Gaming,0 - 1,2,11.4,Thresh,Udyr,Seraphine,Renekton,Lillia,Gnar,Rell,Tristana,Azir,Xayah,Nidalee,Alistar,Lucian,Hecarim,Camille,Olaf,Graves,Syndra,Irelia,Gragas,Support,Bot,Jungle,Mid,Top,Bot,Mid,Support,Jungle,Top,SB,https,//youtu.be/PMs6xpTzJdY?t=12510
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Alpha Esports,Berjaya Dragons,0 - 1,2,11.4,Lillia,Zilean,Nidalee,Tristana,Olaf,Seraphine,Udyr,Zoe,Hecarim,Rell,Kai'Sa,Xayah,Viktor,Thresh,Yone,Alistar,Rakan,Twisted Fate,Gnar,Jayce,Jungle,Support,Bot,Mid,Top,Mid,Jungle,Bot,Support,Top,SB,https,//youtu.be/PMs6xpTzJdY?t=8864
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Machi Esports,Liyab Esports,1 - 0,1,11.4,Thresh,Rell,Seraphine,Lucian,Galio,Renekton,Udyr,Lillia,Tristana,Xayah,Azir,Viktor,Alistar,Jayce,Gnar,Irelia,Gragas,Leona,Camille,Ornn,Jungle,Bot,Mid,Support,Top,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/PMs6xpTzJdY?t=5347
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,J Team,Impunity,1 - 0,1,11.4,Thresh,Rell,Renekton,Tristana,Udyr,Azir,Lucian,Senna,Seraphine,Kalista,Gragas,Tahm Kench,Lillia,Gnar,Nidalee,Olaf,Hecarim,Skarner,Rakan,Gangplank,Mid,Bot,Top,Jungle,Support,Bot,Mid,Support,Jungle,Top,SB,https,//youtu.be/PMs6xpTzJdY?t=2629
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Alpha Esports,Hong Kong Attitude,1 - 0,1,11.4,Lillia,Rell,Nidalee,Renekton,Olaf,Udyr,Seraphine,Thresh,Jinx,Tristana,Hecarim,Skarner,Rumble,Aatrox,Viktor,Azir,Orianna,Zilean,Gnar,Camille,Support,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Mid,Top,SB,https,//youtu.be/tQIrouqSlyw?t=19879
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Impunity,Liyab Esports,1 - 0,1,11.4,Azir,Rell,Tristana,Seraphine,Thresh,Lillia,Udyr,Olaf,Xayah,Senna,Tahm Kench,Leona,Syndra,Twisted Fate,Orianna,Galio,Anivia,Viktor,Gnar,Lucian,Jungle,Bot,Support,Mid,Top,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/tQIrouqSlyw?t=16616
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,J Team,Hong Kong Attitude,1 - 0,1,11.4,Thresh,Gragas,Renekton,Azir,Udyr,Rell,Lucian,Senna,Olaf,Alistar,Tristana,Tahm Kench,Lillia,Gnar,Taliyah,Aatrox,Twisted Fate,Nidalee,Sion,Kled,Mid,Support,Bot,Jungle,Top,Bot,Jungle,Support,Mid,Top,SB,https,//youtu.be/tQIrouqSlyw?t=13278
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,BOOM Esports,PSG Talon,0 - 1,2,11.4,Twisted Fate,Udyr,Thresh,Viktor,Senna,Hecarim,Seraphine,Tristana,Rell,Olaf,Kai'Sa,Azir,Camille,Gnar,Sett,Lillia,Renekton,Ornn,Corki,Nidalee,Support,Jungle,Bot,Top,Mid,Bot,Support,Mid,Top,Jungle,SB,https,//youtu.be/tQIrouqSlyw?t=9618
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Beyond Gaming,Berjaya Dragons,1 - 0,1,11.4,Zoe,Seraphine,Gnar,Tristana,Nidalee,Lucian,Udyr,Lillia,Xayah,Thresh,Aphelios,Nautilus,Renekton,Yone,Ryze,Aatrox,Syndra,Azir,Sion,Jayce,Jungle,Support,Bot,Mid,Top,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/tQIrouqSlyw?t=5970
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Machi Esports,BOOM Esports,1 - 0,1,11.4,Thresh,Rell,Seraphine,Olaf,Lillia,Udyr,Renekton,Hecarim,Gragas,Nidalee,Alistar,Kai'Sa,Tristana,Gnar,Jinx,Leona,Ornn,Xayah,Sylas,Azir,Mid,Jungle,Support,Bot,Top,Jungle,Support,Bot,Top,Mid,SB,https,//youtu.be/tQIrouqSlyw?t=2493
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,J Team,Machi Esports,1 - 0,1,11.2,Taliyah,Azir,Renekton,Olaf,Gragas,Pantheon,Udyr,Lucian,Lillia,Samira,Rell,Alistar,Viktor,Camille,Orianna,Kai'Sa,Tristana,Syndra,Gnar,Irelia,Jungle,Bot,Support,Mid,Top,Mid,Jungle,Support,Bot,Top,SB,https,//youtu.be/-ylXfptTrDs?t=19540
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Alpha Esports,Liyab Esports,1 - 0,1,11.2,Kai'Sa,Seraphine,Thresh,Rell,Udyr,Taliyah,Renekton,Lillia,Samira,Nidalee,Tristana,Ornn,Sett,Yone,Syndra,Alistar,Leona,Viktor,Galio,Azir,Top,Jungle,Bot,Mid,Support,Jungle,Bot,Top,Support,Mid,SB,https,//youtu.be/-ylXfptTrDs?t=15951
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Beyond Gaming,Hong Kong Attitude,1 - 0,1,11.2,Azir,Renekton,Twisted Fate,Seraphine,Udyr,Lillia,Olaf,Kai'Sa,Nidalee,Orianna,Samira,Syndra,Rell,Camille,Alistar,Jayce,Leona,Nautilus,Gnar,Aatrox,Jungle,Mid,Bot,Support,Top,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/-ylXfptTrDs?t=11882
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,PSG Talon,Berjaya Dragons,1 - 0,1,11.2,Gnar,Taliyah,Zoe,Renekton,Olaf,Pantheon,Seraphine,Kai'Sa,Udyr,Lillia,Camille,Orianna,Xayah,Rell,Aphelios,Gragas,Aatrox,Azir,Senna,Nautilus,Support,Jungle,Top,Mid,Bot,Bot,Jungle,Mid,Top,Support,SB,https,//youtu.be/-ylXfptTrDs?t=8561
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,BOOM Esports,Beyond Gaming,0 - 1,2,11.2,Renekton,Seraphine,Pantheon,Azir,Olaf,Udyr,Taliyah,Kai'Sa,Sett,Rell,Samira,Lillia,Viktor,Alistar,Orianna,Gangplank,Gragas,Syndra,Gnar,Camille,Jungle,Support,Bot,Mid,Top,Bot,Mid,Jungle,Support,Top,SB,https,//youtu.be/-ylXfptTrDs?t=4392
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,PSG Talon,Impunity,1 - 0,1,11.2,Irelia,Seraphine,Thresh,Olaf,Lillia,Taliyah,Udyr,Pantheon,Orianna,Kai'Sa,Azir,Tristana,Gragas,Rell,Gnar,Alistar,Leona,Renekton,Rakan,Gangplank,Jungle,Bot,Mid,Top,Support,Jungle,Mid,Bot,Support,Top,SB,https,//youtu.be/-ylXfptTrDs?t=1450
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,PSG Talon,Liyab Esports,1 - 0,1,11.2,Camille,Pantheon,Twisted Fate,Taliyah,Udyr,Seraphine,Olaf,Aphelios,Thresh,Kai'Sa,Rell,Azir,Zoe,Nidalee,Syndra,Lillia,Graves,Gnar,Ryze,Kennen,Jungle,Bot,Support,Top,Mid,Bot,Support,Mid,Jungle,Top,SB,https,//youtu.be/7_mJk2gbaa8?t=24069
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,BOOM Esports,Impunity,1 - 0,1,11.2,Pantheon,Seraphine,Irelia,Renekton,Olaf,Udyr,Thresh,Taliyah,Samira,Hecarim,Aphelios,Rell,Orianna,Sett,Viktor,Gnar,Syndra,Galio,Camille,Fiora,Support,Jungle,Bot,Mid,Top,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/7_mJk2gbaa8?t=20154
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Berjaya Dragons,J Team,0 - 1,2,11.2,Azir,Seraphine,Samira,Pantheon,Renekton,Xayah,Olaf,Rell,Kai'Sa,Gragas,Orianna,Taliyah,Aphelios,Syndra,Tristana,Zoe,Viktor,Jhin,Gnar,Aatrox,Jungle,Support,Mid,Bot,Top,Support,Bot,Jungle,Mid,Top,SB,https,//youtu.be/7_mJk2gbaa8?t=16525
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,BOOM Esports,Hong Kong Attitude,1 - 0,1,11.2,Pantheon,Kalista,Olaf,Seraphine,Rell,Renekton,Udyr,Thresh,Lillia,Gnar,Sett,Xayah,Viktor,Camille,Tristana,Irelia,Twisted Fate,Orianna,Samira,Jayce,Jungle,Top,Support,Mid,Bot,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/7_mJk2gbaa8?t=10044
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Beyond Gaming,Alpha Esports,1 - 0,1,11.2,Azir,Seraphine,Zilean,Rell,Gragas,Lillia,Renekton,Kai'Sa,Taliyah,Olaf,Samira,Gnar,Thresh,Twisted Fate,Galio,Cassiopeia,Alistar,Leona,Kennen,Viktor,Mid,Jungle,Bot,Support,Top,Bot,Jungle,Top,Support,Mid,SB,https,//youtu.be/7_mJk2gbaa8?t=6113
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Hong Kong Attitude,Machi Esports,0 - 1,2,11.2,Taliyah,Rell,Aphelios,Seraphine,Yone,Twisted Fate,Udyr,Pantheon,Gragas,Renekton,Kai'Sa,Tristana,Zoe,Gnar,Syndra,Viktor,Azir,Orianna,Leona,Alistar,Jungle,Top,Bot,Mid,Support,Jungle,Top,Bot,Mid,Support,SB,https,//youtu.be/7_mJk2gbaa8?t=2904
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Liyab Esports,Beyond Gaming,0 - 1,2,11.2,Pantheon,Taliyah,Renekton,Seraphine,Gnar,Udyr,Olaf,Kai'Sa,Sett,Xayah,Azir,Lillia,Thresh,Yone,Camille,Lucian,Rell,Janna,Ornn,Gangplank,Jungle,Bot,Mid,Support,Top,Bot,Mid,Jungle,Support,Top,SB,https,//youtu.be/d5z1YkzYdro?t=22291
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,PSG Talon,J Team,1 - 0,1,11.2,Rell,Seraphine,Renekton,Pantheon,Alistar,Thresh,Taliyah,Olaf,Kai'Sa,Xayah,Leona,Nautilus,Twisted Fate,Camille,Ryze,Gnar,Azir,Zoe,Jayce,Irelia,Jungle,Bot,Support,Mid,Top,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/d5z1YkzYdro?t=17973
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Beyond Gaming,Impunity,1 - 0,1,11.2,Irelia,Seraphine,Taliyah,Rell,Olaf,Udyr,Pantheon,Gnar,Xayah,Kai'Sa,Orianna,Lillia,Renekton,Azir,Leona,Viktor,Syndra,Alistar,Gangplank,Thresh,Jungle,Bot,Mid,Support,Top,Top,Bot,Jungle,Mid,Support,SB,https,//youtu.be/d5z1YkzYdro?t=13948
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Alpha Esports,Machi Esports,0 - 1,2,11.2,Kai'Sa,Rell,Thresh,Renekton,Udyr,Seraphine,Olaf,Taliyah,Lucian,Samira,Gragas,Leona,Cassiopeia,Yone,Zilean,Tristana,Vayne,Rumble,Aatrox,Camille,Jungle,Bot,Support,Mid,Top,Jungle,Mid,Support,Bot,Top,SB,https,//youtu.be/d5z1YkzYdro?t=10269
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,BOOM Esports,Alpha Esports,1 - 0,1,11.2,Olaf,Udyr,Renekton,Thresh,Pantheon,Taliyah,Seraphine,Rell,Kai'Sa,Tristana,Lillia,Graves,Irelia,Gnar,Camille,Ornn,Aatrox,Viktor,Fiora,Azir,Support,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Top,Mid,SB,https,//youtu.be/d5z1YkzYdro?t=5554
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Hong Kong Attitude,Berjaya Dragons,0 - 1,2,11.2,Taliyah,Renekton,Pantheon,Olaf,Lillia,Udyr,Rell,Nidalee,Xayah,Graves,Samira,Zoe,Twisted Fate,Gnar,Ornn,Alistar,Thresh,Azir,Sion,Aatrox,Support,Jungle,Bot,Mid,Top,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/d5z1YkzYdro?t=2025
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Hong Kong Attitude,Liyab Esports,1 - 0,1,11.2,Aphelios,Rell,Samira,Taliyah,Pantheon,Udyr,Olaf,Kai'Sa,Nidalee,Seraphine,Syndra,Leona,Senna,Renekton,Gnar,Sett,Yone,Tristana,Ornn,Camille,Jungle,Support,Mid,Bot,Top,Bot,Jungle,Support,Mid,Top,SB,https,//youtu.be/udXVXbio3Ys?t=20619
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Machi Esports,Beyond Gaming,1 - 0,1,11.2,Lillia,Azir,Renekton,Taliyah,Seraphine,Pantheon,Olaf,Samira,Rell,Kai'Sa,Alistar,Udyr,Twisted Fate,Galio,Irelia,Sylas,Gnar,Orianna,Camille,Zoe,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Top,Mid,SB,https,//youtu.be/udXVXbio3Ys?t=16907
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Liyab Esports,J Team,0 - 1,2,11.2,Pantheon,Thresh,Azir,Seraphine,Rell,Olaf,Udyr,Renekton,Kai'Sa,Xayah,Rakan,Taliyah,Gnar,Leona,Gangplank,Alistar,Orianna,Jayce,Syndra,Gragas,Jungle,Bot,Support,Top,Mid,Top,Bot,Jungle,Mid,Support,SB,https,//youtu.be/udXVXbio3Ys?t=13645
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Berjaya Dragons,Impunity,0 - 1,2,11.2,Aphelios,Seraphine,Azir,Pantheon,Samira,Olaf,Udyr,Renekton,Taliyah,Kai'Sa,Gragas,Xayah,Zoe,Lucian,Orianna,Yone,Thresh,Gnar,Syndra,Irelia,Jungle,Bot,Support,Top,Mid,Mid,Jungle,Bot,Support,Top,SB,https,//youtu.be/udXVXbio3Ys?t=10158
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,BOOM Esports,J Team,1 - 0,1,11.2,Pantheon,Seraphine,Olaf,Gragas,Renekton,Rell,Udyr,Gnar,Kai'Sa,Xayah,Thresh,Lillia,Gangplank,Alistar,Camille,Sett,Azir,Irelia,Viktor,Nautilus,Jungle,Bot,Support,Top,Mid,Top,Bot,Jungle,Mid,Support,SB,https,//youtu.be/udXVXbio3Ys?t=5568
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Alpha Esports,PSG Talon,0 - 1,2,11.2,Kai'Sa,Seraphine,Thresh,Rell,Udyr,Renekton,Olaf,Taliyah,Gnar,Jayce,Leona,Alistar,Samira,Yone,Ezreal,Lucian,Miss Fortune,Kalista,Twisted Fate,Azir,Jungle,Top,Support,Bot,Mid,Jungle,Top,Support,Bot,Mid,SB,https,//youtu.be/udXVXbio3Ys?t=2115
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,BOOM Esports,Liyab Esports,1 - 0,1,11.2,Pantheon,Rell,Thresh,Seraphine,Olaf,Udyr,Taliyah,Renekton,Kai'Sa,Kalista,Gragas,Lillia,Quinn,Leona,Syndra,Nautilus,Alistar,Gnar,Viktor,Zoe,Jungle,Bot,Support,Top,Mid,Top,Bot,Jungle,Support,Mid,SB,https,//youtu.be/oKPSGNoYE2Q?t=21774
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Machi Esports,Berjaya Dragons,1 - 0,1,11.2,Olaf,Samira,Gragas,Renekton,Pantheon,Lucian,Taliyah,Udyr,Kai'Sa,Aphelios,Thresh,Seraphine,Camille,Rell,Sett,Alistar,Gnar,Yone,Gangplank,Qiyana,Jungle,Bot,Support,Mid,Top,Jungle,Bot,Support,Top,Mid,SB,https,//youtu.be/oKPSGNoYE2Q?t=17228
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Beyond Gaming,PSG Talon,1 - 0,1,11.2,Azir,Seraphine,Taliyah,Rell,Olaf,Gragas,Kai'Sa,Udyr,Xayah,Lillia,Renekton,Rakan,Alistar,Twisted Fate,Sett,Zoe,Sion,Leona,Aatrox,Orianna,Bot,Jungle,Mid,Support,Top,Jungle,Bot,Support,Top,Mid,SB,https,//youtu.be/oKPSGNoYE2Q?t=13230
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Machi Esports,Impunity,1 - 0,1,11.2,Pantheon,Seraphine,Irelia,Olaf,Udyr,Gragas,Taliyah,Aphelios,Thresh,Renekton,Rell,Ornn,Samira,Hecarim,Xayah,Graves,Lillia,Jhin,Lucian,Viktor,Jungle,Top,Support,Bot,Mid,Bot,Support,Top,Jungle,Mid,SB,https,//youtu.be/oKPSGNoYE2Q?t=9255
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,J Team,Alpha Esports,1 - 0,1,11.2,Seraphine,Azir,Taliyah,Zoe,Rell,Thresh,Pantheon,Olaf,Galio,Kai'Sa,Renekton,Samira,Nidalee,Gnar,Lillia,Gragas,Alistar,Orianna,Leona,Ornn,Jungle,Bot,Top,Mid,Support,Jungle,Mid,Bot,Support,Top,SB,https,//youtu.be/oKPSGNoYE2Q?t=5619
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Impunity,Hong Kong Attitude,0 - 1,2,11.2,Rell,Seraphine,Renekton,Samira,Twisted Fate,Galio,Udyr,Thresh,Aphelios,Kai'Sa,Nautilus,Olaf,Gnar,Azir,Camille,Sylas,Orianna,Zoe,Wukong,Gragas,Jungle,Bot,Support,Mid,Top,Support,Bot,Jungle,Mid,Top,SB,https,//youtu.be/oKPSGNoYE2Q?t=2250
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,J Team,Beyond Gaming,0 - 1,2,11.2,Nidalee,Pantheon,Kai'Sa,Azir,Taliyah,Gragas,Olaf,Samira,Rell,Zoe,Vayne,Lillia,Alistar,Yone,Gnar,Lucian,Renekton,Aatrox,Galio,Seraphine,Jungle,Mid,Bot,Top,Support,Bot,Support,Jungle,Top,Mid,SB,https,//youtu.be/JEYOBfEm_GM?t=23601
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Impunity,Alpha Esports,1 - 0,1,11.2,Renekton,Udyr,Rell,Olaf,Lillia,Pantheon,Seraphine,Rakan,Aphelios,Hecarim,Kai'Sa,Rek'Sai,Camille,Azir,Galio,Ornn,Gnar,Irelia,Nautilus,Zilean,Mid,Jungle,Bot,Top,Support,Support,Bot,Jungle,Top,Mid,SB,https,//youtu.be/JEYOBfEm_GM?t=18763
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Berjaya Dragons,BOOM Esports,1 - 0,1,11.2,Samira,Pantheon,Aphelios,Seraphine,Lucian,Udyr,Olaf,Kai'Sa,Rell,Xayah,Gragas,Trundle,Renekton,Azir,Orianna,Viktor,Syndra,Gnar,Zoe,Camille,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Mid,Top,SB,https,//youtu.be/JEYOBfEm_GM?t=15218
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Hong Kong Attitude,PSG Talon,0 - 1,2,11.2,Nidalee,Tristana,Taliyah,Rell,Samira,Seraphine,Udyr,Aphelios,Thresh,Camille,Twisted Fate,Olaf,Kai'Sa,Renekton,Xayah,Zoe,Ornn,Senna,Tahm Kench,Azir,Jungle,Top,Mid,Bot,Support,Bot,Support,Jungle,Top,Mid,SB,https,//youtu.be/JEYOBfEm_GM?t=11660
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Liyab Esports,Berjaya Dragons,0 - 1,2,11.2,Seraphine,Kai'Sa,Pantheon,Samira,Renekton,Olaf,Udyr,Lillia,Xayah,Aphelios,Thresh,Rell,Orianna,Sett,Gangplank,Lucian,Gnar,Camille,Galio,Yone,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Support,Top,Mid,SB,https,//youtu.be/JEYOBfEm_GM?t=7206
PCS/2021 Season/Spring Season/Picks and Bans/Individual Games,Machi Esports,PSG Talon,0 - 1,2,11.2,Aphelios,Udyr,Lillia,Seraphine,Taliyah,Rell,Kai'Sa,Xayah,Olaf,Pantheon,Gragas,Rakan,Camille,Zoe,Alistar,Azir,Gnar,Viktor,Irelia,Twisted Fate,Bot,Jungle,Support,Mid,Top,Bot,Jungle,Support,Top,Mid,SB,https,//youtu.be/JEYOBfEm_GM?t=2931
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,Machi Esports,1 - 0,1,11.15,LeBlanc,Ryze,Varus,Thresh,Viego,Renekton,Aphelios,Lee Sin,Ziggs,Orianna,Xin Zhao,Jayce,Wukong,Syndra,Camille,Twisted Fate,Akali,Tahm Kench,Nautilus,Leona,Bot,Mid,Jungle,Top,Support,Jungle,Bot,Top,Mid,Support,SB,https,//youtu.be/yiXanRUshGw?t=10761
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,J Team,BOOM Esports,0 - 1,2,11.15,Renekton,Lee Sin,LeBlanc,Syndra,Varus,Viego,Ziggs,Thresh,Viktor,Leona,Trundle,Aphelios,Jayce,Xin Zhao,Lucian,Volibear,Nocturne,Orianna,Camille,Dr. Mundo,Bot,Support,Jungle,Mid,Top,Support,Mid,Bot,Jungle,Top,SB,https,//youtu.be/1Ol3v7yqUR8?t=261
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Impunity,Liyab Esports,1 - 0,1,11.15,Olaf,Heimerdinger,LeBlanc,Xin Zhao,Diana,Ziggs,Volibear,Varus,Renekton,Nautilus,Azir,Nidalee,Kalista,Leona,Jayce,Alistar,Braum,Ashe,Tahm Kench,Trundle,Jungle,Support,Mid,Bot,Top,Bot,Mid,Jungle,Support,Top,SB,https,//youtu.be/kzjPQTJSTC8?t=449
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,J Team,Hong Kong Attitude,0 - 1,2,11.15,Diana,Camille,Olaf,Syndra,Viego,Ziggs,Xin Zhao,Varus,Gwen,LeBlanc,Kennen,Twisted Fate,Aphelios,Lee Sin,Ezreal,Tahm Kench,Renekton,Jhin,Leona,Braum,Jungle,Mid,Top,Bot,Support,Bot,Jungle,Mid,Top,Support,SB,https,//youtu.be/3iLA8ITwZN8?t=17479
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Beyond Gaming,Alpha Esports,1 - 0,1,11.15,LeBlanc,Thresh,Olaf,Viego,Karma,Renekton,Xin Zhao,Varus,Ryze,Aphelios,Orianna,Camille,Fiora,Lee Sin,Jax,Trundle,Sejuani,Sett,Nautilus,Braum,Jungle,Bot,Mid,Top,Support,Bot,Mid,Top,Jungle,Support,SB,https,//youtu.be/3iLA8ITwZN8?t=14571
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Impunity,J Team,0 - 1,2,11.15,LeBlanc,Irelia,Syndra,Xin Zhao,Viego,Heimerdinger,Ryze,Ziggs,Orianna,Trundle,Seraphine,Jayce,Wukong,Leona,Tahm Kench,Nautilus,Lee Sin,Bard,Lucian,Rakan,Mid,Jungle,Bot,Support,Top,Bot,Mid,Top,Jungle,Support,SB,https,//youtu.be/3iLA8ITwZN8?t=11363
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Alpha Esports,Liyab Esports,0 - 1,2,11.15,Thresh,Renekton,Olaf,Xin Zhao,Diana,LeBlanc,Viego,Ziggs,Volibear,Kalista,Leona,Nautilus,Sylas,Camille,Ryze,Tahm Kench,Syndra,Jayce,Ekko,Lucian,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Mid,Top,SB,https,//youtu.be/3iLA8ITwZN8?t=6352
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,BOOM Esports,Machi Esports,0 - 1,2,11.15,Xin Zhao,Renekton,Diana,LeBlanc,Viego,Trundle,Lee Sin,Varus,Volibear,Ziggs,Leona,Jayce,Wukong,Braum,Irelia,Thresh,Rakan,Ryze,Camille,Twisted Fate,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Top,Support,Mid,SB,https,//youtu.be/3iLA8ITwZN8?t=2197
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,PSG Talon,Berjaya Dragons,1 - 0,1,11.15,Ziggs,Diana,LeBlanc,Renekton,Draven,Aphelios,Lee Sin,Varus,Thresh,Ezreal,Leona,Xin Zhao,Rumble,Camille,Nidalee,Zoe,Syndra,Sylas,Ornn,Mordekaiser,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Mid,Top,SB,https,//youtu.be/15VQtZLx72U?t=5621
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,J Team,BOOM Esports,1 - 0,1,11.15,Volibear,Viego,Renekton,Ziggs,LeBlanc,Xin Zhao,Syndra,Diana,Varus,Trundle,Jayce,Irelia,Sett,Braum,Tahm Kench,Ryze,Leona,Aphelios,Thresh,Yasuo,Mid,Jungle,Top,Bot,Support,Jungle,Bot,Top,Support,Mid,SB,https,//youtu.be/15VQtZLx72U?t=1965
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,PSG Talon,Impunity,1 - 0,1,11.15,Heimerdinger,LeBlanc,Ziggs,Thresh,Viego,Diana,Renekton,Xin Zhao,Leona,Olaf,Zoe,Kled,Varus,Syndra,Braum,Kennen,Irelia,Ezreal,Alistar,Seraphine,Top,Jungle,Mid,Bot,Support,Jungle,Support,Mid,Top,Bot,SB,https,//youtu.be/VCLr3Ig1-_s?t=19260
PCS/2021 Season/Summer Season/Picks and Bans/Individual Games,Berjaya Dragons,Machi Esports,0 - 1,2,11.15,Renekton,Zoe,Ryze,Volibear,Diana,Trundle,Xin Zhao,Viego,Varus,Leona,LeBlanc,Lissandra,Ziggs,Nautilus,Ashe,Braum,Rakan,Tahm Kench,Ezreal,Camille,Jungle,Support,Mid,Top,Bot,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/VCLr3Ig1-_s?t=15790
